in s,C1 in V
1.53676E-04,-6.943E-01
1.53681E-04,-6.943E-01
1.53686E-04,-6.455E-01
1.53691E-04,-6.846E-01
1.53696E-04,-6.748E-01
1.53702E-04,-6.846E-01
1.53707E-04,-6.455E-01
1.53712E-04,-6.553E-01
1.53717E-04,-6.455E-01
1.53722E-04,-6.748E-01
1.53728E-04,-6.357E-01
1.53733E-04,-6.553E-01
1.53738E-04,-6.064E-01
1.53743E-04,-6.455E-01
1.53748E-04,-5.869E-01
1.53754E-04,-6.162E-01
1.53759E-04,-6.064E-01
1.53764E-04,-6.064E-01
1.53769E-04,-5.283E-01
1.53774E-04,-6.064E-01
1.53780E-04,-5.674E-01
1.53785E-04,-5.771E-01
1.53790E-04,-5.283E-01
1.53795E-04,-5.479E-01
1.53800E-04,-5.283E-01
1.53806E-04,-5.381E-01
1.53811E-04,-4.697E-01
1.53816E-04,-5.283E-01
1.53821E-04,-4.697E-01
1.53826E-04,-4.893E-01
1.53832E-04,-3.818E-01
1.53837E-04,-4.502E-01
1.53842E-04,-4.014E-01
1.53847E-04,-4.307E-01
1.53852E-04,-3.916E-01
1.53858E-04,-3.916E-01
1.53863E-04,-3.623E-01
1.53868E-04,-3.330E-01
1.53873E-04,-3.037E-01
1.53878E-04,-3.330E-01
1.53884E-04,-3.135E-01
1.53889E-04,-2.939E-01
1.53894E-04,-2.549E-01
1.53899E-04,-2.939E-01
1.53904E-04,-2.451E-01
1.53910E-04,-2.549E-01
1.53915E-04,-2.061E-01
1.53920E-04,-2.158E-01
1.53925E-04,-2.158E-01
1.53930E-04,-1.768E-01
1.53936E-04,-1.670E-01
1.53941E-04,-1.963E-01
1.53946E-04,-1.475E-01
1.53951E-04,-1.572E-01
1.53956E-04,-1.279E-01
1.53962E-04,-1.475E-01
1.53967E-04,-1.377E-01
1.53972E-04,-1.182E-01
1.53977E-04,-9.863E-02
1.53982E-04,-1.084E-01
1.53988E-04,-9.863E-02
1.53993E-04,-1.084E-01
1.53998E-04,-6.934E-02
1.54003E-04,-1.084E-01
1.54008E-04,-9.863E-02
1.54014E-04,-8.887E-02
1.54019E-04,-7.910E-02
1.54024E-04,-7.910E-02
1.54029E-04,-8.887E-02
1.54034E-04,-6.934E-02
1.54040E-04,-6.934E-02
1.54045E-04,-1.084E-01
1.54050E-04,-5.957E-02
1.54055E-04,-1.084E-01
1.54060E-04,-7.910E-02
1.54066E-04,-1.182E-01
1.54071E-04,-6.934E-02
1.54076E-04,-6.934E-02
1.54081E-04,-6.934E-02
1.54086E-04,-9.863E-02
1.54092E-04,-9.863E-02
1.54097E-04,-1.182E-01
1.54102E-04,-1.182E-01
1.54107E-04,-1.670E-01
1.54112E-04,-1.084E-01
1.54118E-04,-1.572E-01
1.54123E-04,-1.475E-01
1.54128E-04,-1.865E-01
1.54133E-04,-1.768E-01
1.54138E-04,-1.670E-01
1.54144E-04,-1.475E-01
1.54149E-04,-2.256E-01
1.54154E-04,-1.865E-01
1.54159E-04,-2.061E-01
1.54164E-04,-1.768E-01
1.54170E-04,-2.549E-01
1.54175E-04,-2.451E-01
1.54180E-04,-2.549E-01
1.54185E-04,-1.963E-01
1.54190E-04,-2.549E-01
1.54196E-04,-2.451E-01
1.54201E-04,-2.549E-01
1.54206E-04,-2.256E-01
1.54211E-04,-2.744E-01
1.54216E-04,-2.451E-01
1.54222E-04,-2.939E-01
1.54227E-04,-2.451E-01
1.54232E-04,-3.135E-01
1.54237E-04,-2.549E-01
1.54242E-04,-2.939E-01
1.54248E-04,-2.451E-01
1.54253E-04,-3.232E-01
1.54258E-04,-2.549E-01
1.54263E-04,-2.646E-01
1.54268E-04,-2.451E-01
1.54274E-04,-2.646E-01
1.54279E-04,-2.256E-01
1.54284E-04,-2.549E-01
1.54289E-04,-2.256E-01
1.54294E-04,-2.842E-01
1.54300E-04,-2.744E-01
1.54305E-04,-2.646E-01
1.54310E-04,-2.256E-01
1.54315E-04,-2.646E-01
1.54320E-04,-2.158E-01
1.54326E-04,-2.354E-01
1.54331E-04,-1.963E-01
1.54336E-04,-2.158E-01
1.54341E-04,-1.865E-01
1.54346E-04,-2.061E-01
1.54352E-04,-1.377E-01
1.54357E-04,-1.670E-01
1.54362E-04,-1.279E-01
1.54367E-04,-1.475E-01
1.54372E-04,-1.084E-01
1.54378E-04,-1.475E-01
1.54383E-04,-1.182E-01
1.54388E-04,-8.887E-02
1.54393E-04,-4.980E-02
1.54398E-04,-1.084E-01
1.54404E-04,-4.004E-02
1.54409E-04,-5.957E-02
1.54414E-04,-1.074E-02
1.54419E-04,-5.957E-02
1.54424E-04,8.789E-03
1.54430E-04,-2.051E-02
1.54435E-04,2.832E-02
1.54440E-04,8.789E-03
1.54445E-04,1.855E-02
1.54450E-04,8.789E-03
1.54456E-04,7.715E-02
1.54461E-04,6.738E-02
1.54466E-04,6.738E-02
1.54471E-04,3.809E-02
1.54476E-04,7.715E-02
1.54482E-04,6.738E-02
1.54487E-04,1.162E-01
1.54492E-04,1.162E-01
1.54497E-04,1.260E-01
1.54502E-04,9.668E-02
1.54508E-04,1.357E-01
1.54513E-04,9.668E-02
1.54518E-04,1.650E-01
1.54523E-04,1.260E-01
1.54528E-04,1.455E-01
1.54534E-04,1.357E-01
1.54539E-04,1.455E-01
1.54544E-04,1.162E-01
1.54549E-04,1.357E-01
1.54554E-04,1.064E-01
1.54560E-04,1.260E-01
1.54565E-04,1.064E-01
1.54570E-04,1.553E-01
1.54575E-04,1.260E-01
1.54580E-04,1.553E-01
1.54586E-04,9.668E-02
1.54591E-04,1.162E-01
1.54596E-04,1.162E-01
1.54601E-04,1.455E-01
1.54606E-04,9.668E-02
1.54612E-04,1.162E-01
1.54617E-04,7.715E-02
1.54622E-04,1.260E-01
1.54627E-04,6.738E-02
1.54632E-04,8.691E-02
1.54638E-04,7.715E-02
1.54643E-04,1.162E-01
1.54648E-04,8.691E-02
1.54653E-04,1.064E-01
1.54658E-04,6.738E-02
1.54664E-04,1.260E-01
1.54669E-04,7.715E-02
1.54674E-04,8.691E-02
1.54679E-04,5.762E-02
1.54684E-04,1.455E-01
1.54690E-04,8.691E-02
1.54695E-04,1.162E-01
1.54700E-04,1.162E-01
1.54705E-04,1.357E-01
1.54710E-04,1.162E-01
1.54716E-04,1.455E-01
1.54721E-04,1.553E-01
1.54726E-04,2.139E-01
1.54731E-04,1.455E-01
1.54736E-04,2.139E-01
1.54742E-04,2.139E-01
1.54747E-04,2.627E-01
1.54752E-04,2.432E-01
1.54757E-04,3.115E-01
1.54762E-04,2.627E-01
1.54768E-04,3.408E-01
1.54773E-04,2.920E-01
1.54778E-04,3.506E-01
1.54783E-04,3.506E-01
1.54788E-04,4.287E-01
1.54794E-04,3.994E-01
1.54799E-04,4.385E-01
1.54804E-04,4.580E-01
1.54809E-04,5.068E-01
1.54814E-04,5.264E-01
1.54820E-04,5.557E-01
1.54825E-04,5.752E-01
1.54830E-04,6.240E-01
1.54835E-04,6.143E-01
1.54840E-04,6.826E-01
1.54846E-04,6.924E-01
1.54851E-04,7.607E-01
1.54856E-04,7.510E-01
1.54861E-04,7.998E-01
1.54866E-04,8.486E-01
1.54872E-04,8.877E-01
1.54877E-04,8.877E-01
1.54882E-04,9.072E-01
1.54887E-04,9.268E-01
1.54892E-04,9.658E-01
1.54898E-04,9.658E-01
1.54903E-04,1.044E+00
1.54908E-04,1.015E+00
1.54913E-04,1.103E+00
1.54918E-04,1.073E+00
1.54924E-04,1.122E+00
1.54929E-04,1.151E+00
1.54934E-04,1.161E+00
1.54939E-04,1.122E+00
1.54944E-04,1.181E+00
1.54950E-04,1.181E+00
1.54955E-04,1.210E+00
1.54960E-04,1.161E+00
1.54965E-04,1.200E+00
1.54970E-04,1.200E+00
1.54976E-04,1.249E+00
1.54981E-04,1.210E+00
1.54986E-04,1.220E+00
1.54991E-04,1.200E+00
1.54996E-04,1.249E+00
1.55002E-04,1.210E+00
1.55007E-04,1.181E+00
1.55012E-04,1.171E+00
1.55017E-04,1.210E+00
1.55022E-04,1.122E+00
1.55028E-04,1.151E+00
1.55033E-04,1.122E+00
1.55038E-04,1.122E+00
1.55043E-04,1.093E+00
1.55048E-04,1.034E+00
1.55054E-04,1.005E+00
1.55059E-04,1.005E+00
1.55064E-04,9.561E-01
1.55069E-04,9.561E-01
1.55074E-04,8.975E-01
1.55080E-04,9.463E-01
1.55085E-04,8.389E-01
1.55090E-04,8.193E-01
1.55095E-04,7.607E-01
1.55100E-04,7.803E-01
1.55106E-04,7.119E-01
1.55111E-04,7.119E-01
1.55116E-04,6.045E-01
1.55121E-04,6.143E-01
1.55126E-04,5.557E-01
1.55132E-04,5.361E-01
1.55137E-04,4.971E-01
1.55142E-04,4.678E-01
1.55147E-04,4.092E-01
1.55152E-04,4.092E-01
1.55158E-04,3.311E-01
1.55163E-04,3.506E-01
1.55168E-04,2.822E-01
1.55173E-04,2.725E-01
1.55178E-04,2.334E-01
1.55184E-04,2.529E-01
1.55189E-04,1.650E-01
1.55194E-04,1.748E-01
1.55199E-04,1.357E-01
1.55204E-04,1.748E-01
1.55210E-04,1.064E-01
1.55215E-04,8.691E-02
1.55220E-04,6.738E-02
1.55225E-04,6.738E-02
1.55230E-04,-9.766E-04
1.55236E-04,3.809E-02
1.55241E-04,4.785E-02
1.55246E-04,6.738E-02
1.55251E-04,-9.766E-04
1.55256E-04,2.832E-02
1.55262E-04,-2.051E-02
1.55267E-04,4.785E-02
1.55272E-04,1.855E-02
1.55277E-04,3.809E-02
1.55282E-04,3.809E-02
1.55288E-04,8.691E-02
1.55293E-04,7.715E-02
1.55298E-04,7.715E-02
1.55303E-04,1.260E-01
1.55308E-04,1.455E-01
1.55314E-04,1.357E-01
1.55319E-04,2.041E-01
1.55324E-04,1.943E-01
1.55329E-04,2.627E-01
1.55334E-04,2.041E-01
1.55340E-04,2.822E-01
1.55345E-04,3.115E-01
1.55350E-04,3.604E-01
1.55355E-04,3.506E-01
1.55360E-04,4.189E-01
1.55366E-04,4.385E-01
1.55371E-04,5.166E-01
1.55376E-04,4.971E-01
1.55381E-04,5.361E-01
1.55386E-04,5.264E-01
1.55392E-04,6.338E-01
1.55397E-04,6.338E-01
1.55402E-04,7.021E-01
1.55407E-04,6.924E-01
1.55412E-04,7.900E-01
1.55418E-04,7.217E-01
1.55423E-04,7.900E-01
1.55428E-04,7.803E-01
1.55433E-04,8.779E-01
1.55438E-04,8.779E-01
1.55444E-04,9.658E-01
1.55449E-04,9.951E-01
1.55454E-04,9.951E-01
1.55459E-04,9.561E-01
1.55464E-04,9.561E-01
1.55470E-04,1.005E+00
1.55475E-04,1.044E+00
1.55480E-04,1.063E+00
1.55485E-04,1.171E+00
1.55490E-04,1.142E+00
1.55496E-04,1.161E+00
1.55501E-04,1.083E+00
1.55506E-04,1.103E+00
1.55511E-04,1.083E+00
1.55516E-04,1.151E+00
1.55522E-04,1.132E+00
1.55527E-04,1.220E+00
1.55532E-04,1.200E+00
1.55537E-04,1.200E+00
1.55542E-04,1.112E+00
1.55548E-04,1.112E+00
1.55553E-04,1.083E+00
1.55558E-04,1.142E+00
1.55563E-04,1.112E+00
1.55568E-04,1.151E+00
1.55574E-04,1.093E+00
1.55579E-04,1.132E+00
1.55584E-04,1.034E+00
1.55589E-04,1.034E+00
1.55594E-04,1.024E+00
1.55600E-04,1.015E+00
1.55605E-04,9.951E-01
1.55610E-04,1.005E+00
1.55615E-04,9.658E-01
1.55620E-04,9.951E-01
1.55626E-04,8.682E-01
1.55631E-04,8.779E-01
1.55636E-04,8.193E-01
1.55641E-04,8.291E-01
1.55646E-04,7.998E-01
1.55652E-04,8.389E-01
1.55657E-04,7.803E-01
1.55662E-04,8.096E-01
1.55667E-04,7.314E-01
1.55672E-04,7.217E-01
1.55678E-04,6.631E-01
1.55683E-04,7.021E-01
1.55688E-04,6.533E-01
1.55693E-04,6.631E-01
1.55698E-04,6.436E-01
1.55704E-04,6.436E-01
1.55709E-04,6.045E-01
1.55714E-04,5.947E-01
1.55719E-04,5.361E-01
1.55724E-04,5.654E-01
1.55730E-04,5.361E-01
1.55735E-04,5.654E-01
1.55740E-04,5.361E-01
1.55745E-04,5.557E-01
1.55750E-04,4.873E-01
1.55756E-04,5.068E-01
1.55761E-04,5.068E-01
1.55766E-04,5.264E-01
1.55771E-04,4.678E-01
1.55776E-04,4.971E-01
1.55782E-04,4.678E-01
1.55787E-04,5.459E-01
1.55792E-04,4.873E-01
1.55797E-04,5.068E-01
1.55802E-04,4.873E-01
1.55808E-04,5.361E-01
1.55813E-04,4.971E-01
1.55818E-04,5.654E-01
1.55823E-04,5.361E-01
1.55828E-04,5.947E-01
1.55834E-04,5.361E-01
1.55839E-04,5.850E-01
1.55844E-04,5.752E-01
1.55849E-04,6.240E-01
1.55854E-04,5.752E-01
1.55860E-04,5.947E-01
1.55865E-04,5.850E-01
1.55870E-04,6.436E-01
1.55875E-04,6.045E-01
1.55880E-04,6.533E-01
1.55886E-04,6.240E-01
1.55891E-04,6.924E-01
1.55896E-04,6.533E-01
1.55901E-04,7.119E-01
1.55906E-04,6.924E-01
1.55912E-04,7.412E-01
1.55917E-04,6.924E-01
1.55922E-04,7.607E-01
1.55927E-04,7.412E-01
1.55932E-04,7.900E-01
1.55938E-04,7.510E-01
1.55943E-04,7.900E-01
1.55948E-04,7.607E-01
1.55953E-04,8.096E-01
1.55958E-04,7.998E-01
1.55964E-04,8.096E-01
1.55969E-04,7.705E-01
1.55974E-04,7.998E-01
1.55979E-04,7.803E-01
1.55984E-04,7.900E-01
1.55990E-04,7.705E-01
1.55995E-04,8.193E-01
1.56000E-04,7.803E-01
1.56005E-04,7.900E-01
1.56010E-04,7.607E-01
1.56016E-04,8.096E-01
1.56021E-04,7.510E-01
1.56026E-04,8.193E-01
1.56031E-04,7.510E-01
1.56036E-04,7.607E-01
1.56042E-04,7.412E-01
1.56047E-04,7.607E-01
1.56052E-04,7.119E-01
1.56057E-04,7.217E-01
1.56062E-04,7.021E-01
1.56068E-04,7.119E-01
1.56073E-04,6.924E-01
1.56078E-04,7.119E-01
1.56083E-04,6.436E-01
1.56088E-04,6.436E-01
1.56094E-04,6.143E-01
1.56099E-04,6.436E-01
1.56104E-04,6.143E-01
1.56109E-04,6.143E-01
1.56114E-04,5.947E-01
1.56120E-04,6.045E-01
1.56125E-04,5.557E-01
1.56130E-04,5.459E-01
1.56135E-04,5.264E-01
1.56140E-04,5.361E-01
1.56146E-04,5.166E-01
1.56151E-04,5.264E-01
1.56156E-04,4.775E-01
1.56161E-04,5.361E-01
1.56166E-04,4.580E-01
1.56172E-04,4.971E-01
1.56177E-04,4.678E-01
1.56182E-04,4.678E-01
1.56187E-04,4.482E-01
1.56192E-04,4.678E-01
1.56198E-04,4.873E-01
1.56203E-04,4.482E-01
1.56208E-04,4.189E-01
1.56213E-04,4.482E-01
1.56218E-04,4.092E-01
1.56224E-04,4.580E-01
1.56229E-04,4.092E-01
1.56234E-04,4.189E-01
1.56239E-04,4.287E-01
1.56244E-04,4.678E-01
1.56250E-04,4.287E-01
1.56255E-04,4.189E-01
1.56260E-04,4.092E-01
1.56265E-04,4.287E-01
1.56270E-04,4.189E-01
1.56276E-04,4.287E-01
1.56281E-04,4.092E-01
1.56286E-04,4.580E-01
1.56291E-04,4.287E-01
1.56296E-04,4.678E-01
1.56302E-04,4.189E-01
1.56307E-04,4.580E-01
1.56312E-04,4.482E-01
1.56317E-04,4.775E-01
1.56322E-04,4.678E-01
1.56328E-04,5.068E-01
1.56333E-04,4.873E-01
1.56338E-04,5.166E-01
1.56343E-04,4.678E-01
1.56348E-04,5.166E-01
1.56354E-04,4.971E-01
1.56359E-04,5.361E-01
1.56364E-04,4.971E-01
1.56369E-04,5.557E-01
1.56374E-04,5.166E-01
1.56380E-04,5.361E-01
1.56385E-04,5.361E-01
1.56390E-04,5.361E-01
1.56395E-04,5.361E-01
1.56400E-04,5.752E-01
1.56406E-04,5.264E-01
1.56411E-04,5.947E-01
1.56416E-04,5.361E-01
1.56421E-04,5.752E-01
1.56426E-04,5.557E-01
1.56432E-04,6.045E-01
1.56437E-04,5.752E-01
1.56442E-04,6.045E-01
1.56447E-04,5.654E-01
1.56452E-04,6.045E-01
1.56458E-04,5.557E-01
1.56463E-04,6.240E-01
1.56468E-04,5.752E-01
1.56473E-04,6.045E-01
1.56478E-04,5.947E-01
1.56484E-04,6.045E-01
1.56489E-04,5.850E-01
1.56494E-04,6.533E-01
1.56499E-04,5.850E-01
1.56504E-04,6.045E-01
1.56510E-04,6.240E-01
1.56515E-04,6.533E-01
1.56520E-04,6.240E-01
1.56525E-04,6.533E-01
1.56530E-04,6.631E-01
1.56536E-04,6.533E-01
1.56541E-04,6.436E-01
1.56546E-04,6.240E-01
1.56551E-04,6.631E-01
1.56556E-04,6.240E-01
1.56562E-04,6.729E-01
1.56567E-04,6.826E-01
1.56572E-04,6.729E-01
1.56577E-04,7.412E-01
1.56582E-04,6.924E-01
1.56588E-04,7.314E-01
1.56593E-04,7.021E-01
1.56598E-04,7.705E-01
1.56603E-04,7.314E-01
1.56608E-04,7.510E-01
1.56614E-04,7.900E-01
1.56619E-04,8.389E-01
1.56624E-04,7.900E-01
1.56629E-04,8.193E-01
1.56634E-04,8.193E-01
1.56640E-04,8.291E-01
1.56645E-04,8.486E-01
1.56650E-04,9.072E-01
1.56655E-04,9.170E-01
1.56660E-04,9.658E-01
1.56666E-04,9.268E-01
1.56671E-04,9.756E-01
1.56676E-04,9.658E-01
1.56681E-04,1.024E+00
1.56686E-04,1.015E+00
1.56692E-04,1.063E+00
1.56697E-04,1.083E+00
1.56702E-04,1.122E+00
1.56707E-04,1.103E+00
1.56712E-04,1.132E+00
1.56718E-04,1.142E+00
1.56723E-04,1.229E+00
1.56728E-04,1.210E+00
1.56733E-04,1.259E+00
1.56738E-04,1.239E+00
1.56744E-04,1.288E+00
1.56749E-04,1.259E+00
1.56754E-04,1.308E+00
1.56759E-04,1.337E+00
1.56764E-04,1.386E+00
1.56770E-04,1.347E+00
1.56775E-04,1.405E+00
1.56780E-04,1.415E+00
1.56785E-04,1.444E+00
1.56790E-04,1.415E+00
1.56796E-04,1.464E+00
1.56801E-04,1.464E+00
1.56806E-04,1.522E+00
1.56811E-04,1.483E+00
1.56816E-04,1.532E+00
1.56822E-04,1.513E+00
1.56827E-04,1.581E+00
1.56832E-04,1.513E+00
1.56837E-04,1.552E+00
1.56842E-04,1.532E+00
1.56848E-04,1.601E+00
1.56853E-04,1.542E+00
1.56858E-04,1.571E+00
1.56863E-04,1.552E+00
1.56868E-04,1.591E+00
1.56874E-04,1.552E+00
1.56879E-04,1.562E+00
1.56884E-04,1.532E+00
1.56889E-04,1.562E+00
1.56894E-04,1.522E+00
1.56900E-04,1.532E+00
1.56905E-04,1.513E+00
1.56910E-04,1.503E+00
1.56915E-04,1.493E+00
1.56920E-04,1.522E+00
1.56926E-04,1.474E+00
1.56931E-04,1.474E+00
1.56936E-04,1.435E+00
1.56941E-04,1.425E+00
1.56946E-04,1.396E+00
1.56952E-04,1.376E+00
1.56957E-04,1.337E+00
1.56962E-04,1.366E+00
1.56967E-04,1.308E+00
1.56972E-04,1.347E+00
1.56978E-04,1.239E+00
1.56983E-04,1.249E+00
1.56988E-04,1.220E+00
1.56993E-04,1.239E+00
1.56998E-04,1.171E+00
1.57004E-04,1.161E+00
1.57009E-04,1.122E+00
1.57014E-04,1.142E+00
1.57019E-04,1.103E+00
1.57024E-04,1.073E+00
1.57030E-04,1.063E+00
1.57035E-04,1.054E+00
1.57040E-04,9.951E-01
1.57045E-04,9.854E-01
1.57050E-04,9.268E-01
1.57056E-04,9.268E-01
1.57061E-04,9.072E-01
1.57066E-04,8.779E-01
1.57071E-04,8.682E-01
1.57076E-04,8.584E-01
1.57082E-04,8.193E-01
1.57087E-04,8.291E-01
1.57092E-04,7.998E-01
1.57097E-04,8.096E-01
1.57102E-04,7.412E-01
1.57108E-04,7.705E-01
1.57113E-04,7.705E-01
1.57118E-04,7.705E-01
1.57123E-04,7.217E-01
1.57128E-04,7.217E-01
1.57134E-04,7.217E-01
1.57139E-04,7.119E-01
1.57144E-04,6.729E-01
1.57149E-04,7.119E-01
1.57154E-04,6.729E-01
1.57160E-04,7.314E-01
1.57165E-04,7.119E-01
1.57170E-04,7.021E-01
1.57175E-04,7.119E-01
1.57180E-04,7.510E-01
1.57186E-04,7.021E-01
1.57191E-04,7.803E-01
1.57196E-04,7.119E-01
1.57201E-04,7.705E-01
1.57206E-04,7.803E-01
1.57212E-04,7.900E-01
1.57217E-04,7.900E-01
1.57222E-04,8.291E-01
1.57227E-04,8.096E-01
1.57232E-04,8.682E-01
1.57238E-04,8.389E-01
1.57243E-04,9.463E-01
1.57248E-04,8.877E-01
1.57253E-04,9.463E-01
1.57258E-04,9.365E-01
1.57264E-04,9.951E-01
1.57269E-04,9.854E-01
1.57274E-04,1.044E+00
1.57279E-04,1.034E+00
1.57284E-04,1.112E+00
1.57290E-04,1.093E+00
1.57295E-04,1.112E+00
1.57300E-04,1.122E+00
1.57305E-04,1.200E+00
1.57310E-04,1.181E+00
1.57316E-04,1.220E+00
1.57321E-04,1.220E+00
1.57326E-04,1.317E+00
1.57331E-04,1.288E+00
1.57336E-04,1.337E+00
1.57342E-04,1.327E+00
1.57347E-04,1.405E+00
1.57352E-04,1.376E+00
1.57357E-04,1.415E+00
1.57362E-04,1.425E+00
1.57368E-04,1.493E+00
1.57373E-04,1.444E+00
1.57378E-04,1.503E+00
1.57383E-04,1.503E+00
1.57388E-04,1.542E+00
1.57394E-04,1.513E+00
1.57399E-04,1.571E+00
1.57404E-04,1.542E+00
1.57409E-04,1.591E+00
1.57414E-04,1.581E+00
1.57420E-04,1.610E+00
1.57425E-04,1.591E+00
1.57430E-04,1.649E+00
1.57435E-04,1.610E+00
1.57440E-04,1.679E+00
1.57446E-04,1.630E+00
1.57451E-04,1.679E+00
1.57456E-04,1.630E+00
1.57461E-04,1.679E+00
1.57466E-04,1.640E+00
1.57472E-04,1.679E+00
1.57477E-04,1.649E+00
1.57482E-04,1.669E+00
1.57487E-04,1.601E+00
1.57492E-04,1.669E+00
1.57498E-04,1.610E+00
1.57503E-04,1.630E+00
1.57508E-04,1.581E+00
1.57513E-04,1.620E+00
1.57518E-04,1.552E+00
1.57524E-04,1.571E+00
1.57529E-04,1.503E+00
1.57534E-04,1.571E+00
1.57539E-04,1.513E+00
1.57544E-04,1.503E+00
1.57550E-04,1.483E+00
1.57555E-04,1.483E+00
1.57560E-04,1.425E+00
1.57565E-04,1.425E+00
1.57570E-04,1.376E+00
1.57576E-04,1.396E+00
1.57581E-04,1.327E+00
1.57586E-04,1.317E+00
1.57591E-04,1.278E+00
1.57596E-04,1.259E+00
1.57602E-04,1.220E+00
1.57607E-04,1.190E+00
1.57612E-04,1.190E+00
1.57617E-04,1.181E+00
1.57622E-04,1.142E+00
1.57628E-04,1.093E+00
1.57633E-04,1.044E+00
1.57638E-04,1.024E+00
1.57643E-04,9.854E-01
1.57648E-04,9.658E-01
1.57654E-04,9.072E-01
1.57659E-04,9.658E-01
1.57664E-04,8.779E-01
1.57669E-04,8.389E-01
1.57674E-04,8.486E-01
1.57680E-04,7.803E-01
1.57685E-04,7.119E-01
1.57690E-04,7.412E-01
1.57695E-04,6.826E-01
1.57700E-04,7.119E-01
1.57706E-04,6.436E-01
1.57711E-04,6.045E-01
1.57716E-04,5.947E-01
1.57721E-04,5.947E-01
1.57726E-04,5.264E-01
1.57732E-04,5.264E-01
1.57737E-04,4.971E-01
1.57742E-04,5.068E-01
1.57747E-04,4.385E-01
1.57752E-04,4.385E-01
1.57758E-04,3.994E-01
1.57763E-04,4.092E-01
1.57768E-04,3.604E-01
1.57773E-04,3.896E-01
1.57778E-04,3.311E-01
1.57784E-04,3.799E-01
1.57789E-04,3.408E-01
1.57794E-04,3.408E-01
1.57799E-04,3.018E-01
1.57804E-04,3.311E-01
1.57810E-04,2.725E-01
1.57815E-04,3.018E-01
1.57820E-04,2.529E-01
1.57825E-04,3.018E-01
1.57830E-04,2.627E-01
1.57836E-04,2.822E-01
1.57841E-04,2.627E-01
1.57846E-04,3.018E-01
1.57851E-04,2.725E-01
1.57856E-04,3.115E-01
1.57862E-04,3.115E-01
1.57867E-04,3.115E-01
1.57872E-04,3.018E-01
1.57877E-04,3.311E-01
1.57882E-04,3.115E-01
1.57888E-04,3.604E-01
1.57893E-04,3.213E-01
1.57898E-04,3.604E-01
1.57903E-04,3.604E-01
1.57908E-04,4.189E-01
1.57914E-04,3.799E-01
1.57919E-04,4.385E-01
1.57924E-04,4.092E-01
1.57929E-04,4.971E-01
1.57934E-04,4.678E-01
1.57940E-04,4.873E-01
1.57945E-04,5.068E-01
1.57950E-04,5.459E-01
1.57955E-04,5.068E-01
1.57960E-04,5.557E-01
1.57966E-04,5.361E-01
1.57971E-04,5.947E-01
1.57976E-04,5.850E-01
1.57981E-04,6.240E-01
1.57986E-04,6.240E-01
1.57992E-04,7.119E-01
1.57997E-04,6.436E-01
1.58002E-04,7.217E-01
1.58007E-04,6.924E-01
1.58012E-04,7.510E-01
1.58018E-04,7.412E-01
1.58023E-04,7.607E-01
1.58028E-04,7.510E-01
1.58033E-04,7.900E-01
1.58038E-04,8.096E-01
1.58044E-04,7.900E-01
1.58049E-04,7.705E-01
1.58054E-04,8.291E-01
1.58059E-04,7.998E-01
1.58064E-04,8.682E-01
1.58070E-04,8.193E-01
1.58075E-04,8.877E-01
1.58080E-04,8.486E-01
1.58085E-04,8.779E-01
1.58090E-04,8.291E-01
1.58096E-04,8.584E-01
1.58101E-04,8.291E-01
1.58106E-04,8.877E-01
1.58111E-04,8.779E-01
1.58116E-04,8.682E-01
1.58122E-04,8.193E-01
1.58127E-04,8.389E-01
1.58132E-04,8.193E-01
1.58137E-04,8.389E-01
1.58142E-04,7.705E-01
1.58148E-04,7.803E-01
1.58153E-04,7.803E-01
1.58158E-04,7.900E-01
1.58163E-04,7.607E-01
1.58168E-04,7.412E-01
1.58174E-04,6.924E-01
1.58179E-04,7.217E-01
1.58184E-04,6.729E-01
1.58189E-04,6.729E-01
1.58194E-04,6.436E-01
1.58200E-04,6.436E-01
1.58205E-04,5.752E-01
1.58210E-04,5.752E-01
1.58215E-04,5.654E-01
1.58220E-04,5.166E-01
1.58226E-04,4.580E-01
1.58231E-04,4.971E-01
1.58236E-04,4.678E-01
1.58241E-04,4.580E-01
1.58246E-04,3.896E-01
1.58252E-04,3.994E-01
1.58257E-04,3.213E-01
1.58262E-04,3.604E-01
1.58267E-04,2.822E-01
1.58272E-04,3.115E-01
1.58278E-04,2.725E-01
1.58283E-04,2.529E-01
1.58288E-04,1.846E-01
1.58293E-04,1.943E-01
1.58298E-04,1.553E-01
1.58304E-04,1.553E-01
1.58309E-04,9.668E-02
1.58314E-04,1.260E-01
1.58319E-04,8.691E-02
1.58324E-04,7.715E-02
1.58330E-04,6.738E-02
1.58335E-04,5.762E-02
1.58340E-04,-9.766E-04
1.58345E-04,4.785E-02
1.58350E-04,-9.766E-04
1.58356E-04,1.855E-02
1.58361E-04,-9.766E-04
1.58366E-04,3.809E-02
1.58371E-04,-1.074E-02
1.58376E-04,-9.766E-04
1.58382E-04,-9.766E-04
1.58387E-04,2.832E-02
1.58392E-04,-2.051E-02
1.58397E-04,1.855E-02
1.58402E-04,2.832E-02
1.58408E-04,5.762E-02
1.58413E-04,-9.766E-04
1.58418E-04,4.785E-02
1.58423E-04,8.789E-03
1.58428E-04,8.691E-02
1.58434E-04,7.715E-02
1.58439E-04,8.691E-02
1.58444E-04,8.691E-02
1.58449E-04,1.357E-01
1.58454E-04,1.357E-01
1.58460E-04,1.650E-01
1.58465E-04,1.748E-01
