in s,C1 in V
-2.45456E-04,-1.622E+00
-2.45450E-04,-1.681E+00
-2.45445E-04,-1.671E+00
-2.45440E-04,-1.651E+00
-2.45435E-04,-1.671E+00
-2.45430E-04,-1.690E+00
-2.45424E-04,-1.651E+00
-2.45419E-04,-1.700E+00
-2.45414E-04,-1.651E+00
-2.45409E-04,-1.710E+00
-2.45404E-04,-1.651E+00
-2.45398E-04,-1.690E+00
-2.45393E-04,-1.681E+00
-2.45388E-04,-1.710E+00
-2.45383E-04,-1.651E+00
-2.45378E-04,-1.690E+00
-2.45372E-04,-1.671E+00
-2.45367E-04,-1.729E+00
-2.45362E-04,-1.671E+00
-2.45357E-04,-1.729E+00
-2.45352E-04,-1.671E+00
-2.45346E-04,-1.720E+00
-2.45341E-04,-1.690E+00
-2.45336E-04,-1.720E+00
-2.45331E-04,-1.700E+00
-2.45326E-04,-1.720E+00
-2.45320E-04,-1.651E+00
-2.45315E-04,-1.710E+00
-2.45310E-04,-1.710E+00
-2.45305E-04,-1.700E+00
-2.45300E-04,-1.690E+00
-2.45294E-04,-1.700E+00
-2.45289E-04,-1.681E+00
-2.45284E-04,-1.720E+00
-2.45279E-04,-1.690E+00
-2.45274E-04,-1.720E+00
-2.45268E-04,-1.681E+00
-2.45263E-04,-1.710E+00
-2.45258E-04,-1.690E+00
-2.45253E-04,-1.700E+00
-2.45248E-04,-1.690E+00
-2.45242E-04,-1.710E+00
-2.45237E-04,-1.661E+00
-2.45232E-04,-1.690E+00
-2.45227E-04,-1.690E+00
-2.45222E-04,-1.710E+00
-2.45216E-04,-1.681E+00
-2.45211E-04,-1.690E+00
-2.45206E-04,-1.671E+00
-2.45201E-04,-1.690E+00
-2.45196E-04,-1.642E+00
-2.45190E-04,-1.690E+00
-2.45185E-04,-1.651E+00
-2.45180E-04,-1.671E+00
-2.45175E-04,-1.671E+00
-2.45170E-04,-1.661E+00
-2.45164E-04,-1.651E+00
-2.45159E-04,-1.661E+00
-2.45154E-04,-1.612E+00
-2.45149E-04,-1.700E+00
-2.45144E-04,-1.622E+00
-2.45138E-04,-1.651E+00
-2.45133E-04,-1.583E+00
-2.45128E-04,-1.651E+00
-2.45123E-04,-1.622E+00
-2.45118E-04,-1.622E+00
-2.45112E-04,-1.563E+00
-2.45107E-04,-1.632E+00
-2.45102E-04,-1.583E+00
-2.45097E-04,-1.622E+00
-2.45092E-04,-1.573E+00
-2.45086E-04,-1.612E+00
-2.45081E-04,-1.593E+00
-2.45076E-04,-1.593E+00
-2.45071E-04,-1.563E+00
-2.45066E-04,-1.612E+00
-2.45060E-04,-1.583E+00
-2.45055E-04,-1.573E+00
-2.45050E-04,-1.544E+00
-2.45045E-04,-1.583E+00
-2.45040E-04,-1.534E+00
-2.45034E-04,-1.534E+00
-2.45029E-04,-1.515E+00
-2.45024E-04,-1.554E+00
-2.45019E-04,-1.534E+00
-2.45014E-04,-1.534E+00
-2.45008E-04,-1.485E+00
-2.45003E-04,-1.534E+00
-2.44998E-04,-1.534E+00
-2.44993E-04,-1.534E+00
-2.44988E-04,-1.476E+00
-2.44982E-04,-1.515E+00
-2.44977E-04,-1.505E+00
-2.44972E-04,-1.534E+00
-2.44967E-04,-1.485E+00
-2.44962E-04,-1.524E+00
-2.44956E-04,-1.476E+00
-2.44951E-04,-1.505E+00
-2.44946E-04,-1.466E+00
-2.44941E-04,-1.505E+00
-2.44936E-04,-1.466E+00
-2.44930E-04,-1.476E+00
-2.44925E-04,-1.437E+00
-2.44920E-04,-1.466E+00
-2.44915E-04,-1.446E+00
-2.44910E-04,-1.466E+00
-2.44904E-04,-1.427E+00
-2.44899E-04,-1.476E+00
-2.44894E-04,-1.427E+00
-2.44889E-04,-1.456E+00
-2.44884E-04,-1.437E+00
-2.44878E-04,-1.437E+00
-2.44873E-04,-1.427E+00
-2.44868E-04,-1.437E+00
-2.44863E-04,-1.397E+00
-2.44858E-04,-1.407E+00
-2.44852E-04,-1.388E+00
-2.44847E-04,-1.427E+00
-2.44842E-04,-1.388E+00
-2.44837E-04,-1.417E+00
-2.44832E-04,-1.397E+00
-2.44826E-04,-1.397E+00
-2.44821E-04,-1.368E+00
-2.44816E-04,-1.427E+00
-2.44811E-04,-1.349E+00
-2.44806E-04,-1.378E+00
-2.44800E-04,-1.329E+00
-2.44795E-04,-1.397E+00
-2.44790E-04,-1.349E+00
-2.44785E-04,-1.349E+00
-2.44780E-04,-1.329E+00
-2.44774E-04,-1.378E+00
-2.44769E-04,-1.319E+00
-2.44764E-04,-1.339E+00
-2.44759E-04,-1.300E+00
-2.44754E-04,-1.339E+00
-2.44748E-04,-1.329E+00
-2.44743E-04,-1.329E+00
-2.44738E-04,-1.290E+00
-2.44733E-04,-1.339E+00
-2.44728E-04,-1.310E+00
-2.44722E-04,-1.329E+00
-2.44717E-04,-1.280E+00
-2.44712E-04,-1.329E+00
-2.44707E-04,-1.300E+00
-2.44702E-04,-1.310E+00
-2.44696E-04,-1.261E+00
-2.44691E-04,-1.319E+00
-2.44686E-04,-1.290E+00
-2.44681E-04,-1.319E+00
-2.44676E-04,-1.271E+00
-2.44670E-04,-1.300E+00
-2.44665E-04,-1.290E+00
-2.44660E-04,-1.319E+00
-2.44655E-04,-1.280E+00
-2.44650E-04,-1.310E+00
-2.44644E-04,-1.280E+00
-2.44639E-04,-1.310E+00
-2.44634E-04,-1.310E+00
-2.44629E-04,-1.358E+00
-2.44624E-04,-1.319E+00
-2.44618E-04,-1.329E+00
-2.44613E-04,-1.290E+00
-2.44608E-04,-1.329E+00
-2.44603E-04,-1.329E+00
-2.44598E-04,-1.378E+00
-2.44592E-04,-1.300E+00
-2.44587E-04,-1.349E+00
-2.44582E-04,-1.339E+00
-2.44577E-04,-1.358E+00
-2.44572E-04,-1.329E+00
-2.44566E-04,-1.388E+00
-2.44561E-04,-1.368E+00
-2.44556E-04,-1.397E+00
-2.44551E-04,-1.358E+00
-2.44546E-04,-1.427E+00
-2.44540E-04,-1.388E+00
-2.44535E-04,-1.437E+00
-2.44530E-04,-1.397E+00
-2.44525E-04,-1.456E+00
-2.44520E-04,-1.437E+00
-2.44514E-04,-1.466E+00
-2.44509E-04,-1.437E+00
-2.44504E-04,-1.485E+00
-2.44499E-04,-1.466E+00
-2.44494E-04,-1.505E+00
-2.44488E-04,-1.476E+00
-2.44483E-04,-1.544E+00
-2.44478E-04,-1.505E+00
-2.44473E-04,-1.524E+00
-2.44468E-04,-1.563E+00
-2.44462E-04,-1.583E+00
-2.44457E-04,-1.573E+00
-2.44452E-04,-1.583E+00
-2.44447E-04,-1.573E+00
-2.44442E-04,-1.642E+00
-2.44436E-04,-1.612E+00
-2.44431E-04,-1.632E+00
-2.44426E-04,-1.622E+00
-2.44421E-04,-1.671E+00
-2.44416E-04,-1.681E+00
-2.44410E-04,-1.690E+00
-2.44405E-04,-1.661E+00
-2.44400E-04,-1.720E+00
-2.44395E-04,-1.700E+00
-2.44390E-04,-1.710E+00
-2.44384E-04,-1.700E+00
-2.44379E-04,-1.710E+00
-2.44374E-04,-1.720E+00
-2.44369E-04,-1.739E+00
-2.44364E-04,-1.710E+00
-2.44358E-04,-1.749E+00
-2.44353E-04,-1.759E+00
-2.44348E-04,-1.759E+00
-2.44343E-04,-1.720E+00
-2.44338E-04,-1.759E+00
-2.44332E-04,-1.720E+00
-2.44327E-04,-1.749E+00
-2.44322E-04,-1.720E+00
-2.44317E-04,-1.759E+00
-2.44312E-04,-1.720E+00
-2.44306E-04,-1.759E+00
-2.44301E-04,-1.681E+00
-2.44296E-04,-1.739E+00
-2.44291E-04,-1.681E+00
-2.44286E-04,-1.690E+00
-2.44280E-04,-1.651E+00
-2.44275E-04,-1.681E+00
-2.44270E-04,-1.642E+00
-2.44265E-04,-1.661E+00
-2.44260E-04,-1.583E+00
-2.44254E-04,-1.642E+00
-2.44249E-04,-1.573E+00
-2.44244E-04,-1.583E+00
-2.44239E-04,-1.544E+00
-2.44234E-04,-1.544E+00
-2.44228E-04,-1.544E+00
-2.44223E-04,-1.485E+00
-2.44218E-04,-1.446E+00
-2.44213E-04,-1.476E+00
-2.44208E-04,-1.417E+00
-2.44202E-04,-1.397E+00
-2.44197E-04,-1.349E+00
-2.44192E-04,-1.378E+00
-2.44187E-04,-1.319E+00
-2.44182E-04,-1.319E+00
-2.44176E-04,-1.261E+00
-2.44171E-04,-1.251E+00
-2.44166E-04,-1.222E+00
-2.44161E-04,-1.241E+00
-2.44156E-04,-1.144E+00
-2.44150E-04,-1.183E+00
-2.44145E-04,-1.134E+00
-2.44140E-04,-1.134E+00
-2.44135E-04,-1.075E+00
-2.44130E-04,-1.085E+00
-2.44124E-04,-1.017E+00
-2.44119E-04,-1.036E+00
-2.44114E-04,-9.580E-01
-2.44109E-04,-1.007E+00
-2.44104E-04,-9.385E-01
-2.44098E-04,-9.678E-01
-2.44093E-04,-8.604E-01
-2.44088E-04,-8.896E-01
-2.44083E-04,-8.701E-01
-2.44078E-04,-8.604E-01
-2.44072E-04,-8.311E-01
-2.44067E-04,-8.506E-01
-2.44062E-04,-8.213E-01
-2.44057E-04,-7.920E-01
-2.44052E-04,-7.627E-01
-2.44046E-04,-7.920E-01
-2.44041E-04,-7.529E-01
-2.44036E-04,-7.822E-01
-2.44031E-04,-7.139E-01
-2.44026E-04,-7.627E-01
-2.44020E-04,-7.529E-01
-2.44015E-04,-7.725E-01
-2.44010E-04,-7.529E-01
-2.44005E-04,-7.725E-01
-2.44000E-04,-7.432E-01
-2.43994E-04,-7.334E-01
-2.43989E-04,-7.529E-01
-2.43984E-04,-7.920E-01
-2.43979E-04,-7.822E-01
-2.43974E-04,-8.115E-01
-2.43968E-04,-7.822E-01
-2.43963E-04,-8.213E-01
-2.43958E-04,-8.115E-01
-2.43953E-04,-8.604E-01
-2.43948E-04,-8.506E-01
-2.43942E-04,-9.092E-01
-2.43937E-04,-8.604E-01
-2.43932E-04,-9.189E-01
-2.43927E-04,-9.189E-01
-2.43922E-04,-9.678E-01
-2.43916E-04,-9.580E-01
-2.43911E-04,-1.017E+00
-2.43906E-04,-9.873E-01
-2.43901E-04,-1.085E+00
-2.43896E-04,-1.085E+00
-2.43890E-04,-1.114E+00
-2.43885E-04,-1.075E+00
-2.43880E-04,-1.153E+00
-2.43875E-04,-1.153E+00
-2.43870E-04,-1.222E+00
-2.43864E-04,-1.212E+00
-2.43859E-04,-1.261E+00
-2.43854E-04,-1.241E+00
-2.43849E-04,-1.329E+00
-2.43844E-04,-1.300E+00
-2.43838E-04,-1.368E+00
-2.43833E-04,-1.368E+00
-2.43828E-04,-1.417E+00
-2.43823E-04,-1.388E+00
-2.43818E-04,-1.476E+00
-2.43812E-04,-1.446E+00
-2.43807E-04,-1.505E+00
-2.43802E-04,-1.524E+00
-2.43797E-04,-1.544E+00
-2.43792E-04,-1.544E+00
-2.43786E-04,-1.573E+00
-2.43781E-04,-1.603E+00
-2.43776E-04,-1.651E+00
-2.43771E-04,-1.612E+00
-2.43766E-04,-1.671E+00
-2.43760E-04,-1.622E+00
-2.43755E-04,-1.690E+00
-2.43750E-04,-1.671E+00
-2.43745E-04,-1.710E+00
-2.43740E-04,-1.690E+00
-2.43734E-04,-1.729E+00
-2.43729E-04,-1.720E+00
-2.43724E-04,-1.739E+00
-2.43719E-04,-1.710E+00
-2.43714E-04,-1.729E+00
-2.43708E-04,-1.729E+00
-2.43703E-04,-1.749E+00
-2.43698E-04,-1.690E+00
-2.43693E-04,-1.759E+00
-2.43688E-04,-1.720E+00
-2.43682E-04,-1.729E+00
-2.43677E-04,-1.690E+00
-2.43672E-04,-1.749E+00
-2.43667E-04,-1.710E+00
-2.43662E-04,-1.700E+00
-2.43656E-04,-1.651E+00
-2.43651E-04,-1.700E+00
-2.43646E-04,-1.671E+00
-2.43641E-04,-1.681E+00
-2.43636E-04,-1.642E+00
-2.43630E-04,-1.642E+00
-2.43625E-04,-1.612E+00
-2.43620E-04,-1.642E+00
-2.43615E-04,-1.554E+00
-2.43610E-04,-1.593E+00
-2.43604E-04,-1.544E+00
-2.43599E-04,-1.563E+00
-2.43594E-04,-1.515E+00
-2.43589E-04,-1.554E+00
-2.43584E-04,-1.485E+00
-2.43578E-04,-1.495E+00
-2.43573E-04,-1.437E+00
-2.43568E-04,-1.446E+00
-2.43563E-04,-1.397E+00
-2.43558E-04,-1.407E+00
-2.43552E-04,-1.388E+00
-2.43547E-04,-1.417E+00
-2.43542E-04,-1.358E+00
-2.43537E-04,-1.339E+00
-2.43532E-04,-1.290E+00
-2.43526E-04,-1.319E+00
-2.43521E-04,-1.271E+00
-2.43516E-04,-1.319E+00
-2.43511E-04,-1.222E+00
-2.43506E-04,-1.251E+00
-2.43500E-04,-1.183E+00
-2.43495E-04,-1.202E+00
-2.43490E-04,-1.153E+00
-2.43485E-04,-1.173E+00
-2.43480E-04,-1.173E+00
-2.43474E-04,-1.153E+00
-2.43469E-04,-1.104E+00
-2.43464E-04,-1.124E+00
-2.43459E-04,-1.075E+00
-2.43454E-04,-1.075E+00
-2.43448E-04,-1.036E+00
-2.43443E-04,-1.036E+00
-2.43438E-04,-1.007E+00
-2.43433E-04,-1.026E+00
-2.43428E-04,-9.678E-01
-2.43422E-04,-9.971E-01
-2.43417E-04,-9.678E-01
-2.43412E-04,-9.873E-01
-2.43407E-04,-9.385E-01
-2.43402E-04,-9.385E-01
-2.43396E-04,-8.799E-01
-2.43391E-04,-8.994E-01
-2.43386E-04,-8.799E-01
-2.43381E-04,-8.994E-01
-2.43376E-04,-8.604E-01
-2.43370E-04,-8.604E-01
-2.43365E-04,-8.018E-01
-2.43360E-04,-8.408E-01
-2.43355E-04,-7.822E-01
-2.43350E-04,-7.725E-01
-2.43344E-04,-7.822E-01
-2.43339E-04,-7.725E-01
-2.43334E-04,-7.236E-01
-2.43329E-04,-7.139E-01
-2.43324E-04,-6.943E-01
-2.43318E-04,-7.139E-01
-2.43313E-04,-6.748E-01
-2.43308E-04,-6.943E-01
-2.43303E-04,-6.162E-01
-2.43298E-04,-6.455E-01
-2.43292E-04,-6.162E-01
-2.43287E-04,-6.064E-01
-2.43282E-04,-5.674E-01
-2.43277E-04,-5.967E-01
-2.43272E-04,-5.771E-01
-2.43266E-04,-5.674E-01
-2.43261E-04,-5.088E-01
-2.43256E-04,-5.381E-01
-2.43251E-04,-4.893E-01
-2.43246E-04,-5.283E-01
-2.43240E-04,-4.600E-01
-2.43235E-04,-4.990E-01
-2.43230E-04,-4.697E-01
-2.43225E-04,-4.307E-01
-2.43220E-04,-4.014E-01
-2.43214E-04,-4.502E-01
-2.43209E-04,-3.721E-01
-2.43204E-04,-4.014E-01
-2.43199E-04,-3.623E-01
-2.43194E-04,-3.916E-01
-2.43188E-04,-3.623E-01
-2.43183E-04,-3.721E-01
-2.43178E-04,-3.330E-01
-2.43173E-04,-3.623E-01
-2.43168E-04,-3.525E-01
-2.43162E-04,-3.525E-01
-2.43157E-04,-2.939E-01
-2.43152E-04,-3.428E-01
-2.43147E-04,-3.232E-01
-2.43142E-04,-3.623E-01
-2.43136E-04,-2.744E-01
-2.43131E-04,-3.623E-01
-2.43126E-04,-3.428E-01
-2.43121E-04,-3.623E-01
-2.43116E-04,-3.037E-01
-2.43110E-04,-3.623E-01
-2.43105E-04,-3.525E-01
-2.43100E-04,-3.525E-01
-2.43095E-04,-3.525E-01
-2.43090E-04,-3.916E-01
-2.43084E-04,-3.818E-01
-2.43079E-04,-4.307E-01
-2.43074E-04,-3.721E-01
-2.43069E-04,-4.307E-01
-2.43064E-04,-4.014E-01
-2.43058E-04,-4.697E-01
-2.43053E-04,-4.307E-01
-2.43048E-04,-4.990E-01
-2.43043E-04,-4.697E-01
-2.43038E-04,-5.088E-01
-2.43032E-04,-4.990E-01
-2.43027E-04,-5.576E-01
-2.43022E-04,-5.381E-01
-2.43017E-04,-5.967E-01
-2.43012E-04,-5.967E-01
-2.43006E-04,-6.553E-01
-2.43001E-04,-6.553E-01
-2.42996E-04,-6.748E-01
-2.42991E-04,-6.553E-01
-2.42986E-04,-7.041E-01
-2.42980E-04,-6.943E-01
-2.42975E-04,-7.627E-01
-2.42970E-04,-7.627E-01
-2.42965E-04,-7.920E-01
-2.42960E-04,-7.822E-01
-2.42954E-04,-8.604E-01
-2.42949E-04,-8.213E-01
-2.42944E-04,-8.896E-01
-2.42939E-04,-8.701E-01
-2.42934E-04,-9.092E-01
-2.42928E-04,-8.701E-01
-2.42923E-04,-9.385E-01
-2.42918E-04,-9.287E-01
-2.42913E-04,-9.189E-01
-2.42908E-04,-9.385E-01
-2.42902E-04,-9.971E-01
-2.42897E-04,-9.678E-01
-2.42892E-04,-9.873E-01
-2.42887E-04,-9.678E-01
-2.42882E-04,-1.036E+00
-2.42876E-04,-9.873E-01
-2.42871E-04,-1.017E+00
-2.42866E-04,-9.580E-01
-2.42861E-04,-1.026E+00
-2.42856E-04,-9.873E-01
-2.42850E-04,-1.026E+00
-2.42845E-04,-9.873E-01
-2.42840E-04,-1.036E+00
-2.42835E-04,-9.482E-01
-2.42830E-04,-9.971E-01
-2.42824E-04,-9.678E-01
-2.42819E-04,-9.678E-01
-2.42814E-04,-9.385E-01
-2.42809E-04,-9.287E-01
-2.42804E-04,-8.799E-01
-2.42798E-04,-9.287E-01
-2.42793E-04,-8.604E-01
-2.42788E-04,-8.701E-01
-2.42783E-04,-8.213E-01
-2.42778E-04,-8.311E-01
-2.42772E-04,-7.529E-01
-2.42767E-04,-8.115E-01
-2.42762E-04,-7.432E-01
-2.42757E-04,-7.627E-01
-2.42752E-04,-6.943E-01
-2.42746E-04,-6.943E-01
-2.42741E-04,-6.357E-01
-2.42736E-04,-6.650E-01
-2.42731E-04,-5.967E-01
-2.42726E-04,-5.967E-01
-2.42720E-04,-5.186E-01
-2.42715E-04,-5.576E-01
-2.42710E-04,-4.990E-01
-2.42705E-04,-4.893E-01
-2.42700E-04,-4.111E-01
-2.42694E-04,-4.502E-01
-2.42689E-04,-3.916E-01
-2.42684E-04,-3.916E-01
-2.42679E-04,-3.037E-01
-2.42674E-04,-3.721E-01
-2.42668E-04,-2.842E-01
-2.42663E-04,-2.646E-01
-2.42658E-04,-2.158E-01
-2.42653E-04,-2.549E-01
-2.42648E-04,-2.158E-01
-2.42642E-04,-2.061E-01
-2.42637E-04,-1.865E-01
-2.42632E-04,-1.768E-01
-2.42627E-04,-1.377E-01
-2.42622E-04,-1.475E-01
-2.42616E-04,-9.863E-02
-2.42611E-04,-9.863E-02
-2.42606E-04,-6.934E-02
-2.42601E-04,-7.910E-02
-2.42596E-04,-6.934E-02
-2.42590E-04,-7.910E-02
-2.42585E-04,-4.004E-02
-2.42580E-04,-2.051E-02
-2.42575E-04,8.789E-03
-2.42570E-04,-4.980E-02
-2.42564E-04,-1.074E-02
-2.42559E-04,-6.934E-02
-2.42554E-04,-3.027E-02
-2.42549E-04,-6.934E-02
-2.42544E-04,-3.027E-02
-2.42538E-04,-4.980E-02
-2.42533E-04,-3.027E-02
-2.42528E-04,-6.934E-02
-2.42523E-04,-3.027E-02
-2.42518E-04,-4.004E-02
-2.42512E-04,-2.051E-02
-2.42507E-04,-6.934E-02
-2.42502E-04,-5.957E-02
-2.42497E-04,-8.887E-02
-2.42492E-04,-6.934E-02
-2.42486E-04,-1.182E-01
-2.42481E-04,-1.182E-01
-2.42476E-04,-1.377E-01
-2.42471E-04,-1.182E-01
-2.42466E-04,-1.475E-01
-2.42460E-04,-1.475E-01
-2.42455E-04,-1.670E-01
-2.42450E-04,-1.377E-01
-2.42445E-04,-1.963E-01
-2.42440E-04,-1.865E-01
-2.42434E-04,-2.158E-01
-2.42429E-04,-1.377E-01
-2.42424E-04,-2.158E-01
-2.42419E-04,-1.963E-01
-2.42414E-04,-2.451E-01
-2.42408E-04,-1.963E-01
-2.42403E-04,-2.842E-01
-2.42398E-04,-2.256E-01
-2.42393E-04,-2.256E-01
-2.42388E-04,-1.865E-01
-2.42382E-04,-2.842E-01
-2.42377E-04,-2.354E-01
-2.42372E-04,-2.842E-01
-2.42367E-04,-2.061E-01
-2.42362E-04,-2.842E-01
-2.42356E-04,-1.963E-01
-2.42351E-04,-2.061E-01
-2.42346E-04,-1.670E-01
-2.42341E-04,-2.256E-01
-2.42336E-04,-2.158E-01
-2.42330E-04,-2.451E-01
-2.42325E-04,-1.670E-01
-2.42320E-04,-1.768E-01
-2.42315E-04,-9.863E-02
-2.42310E-04,-1.182E-01
-2.42304E-04,-8.887E-02
-2.42299E-04,-1.572E-01
-2.42294E-04,-1.182E-01
-2.42289E-04,-1.279E-01
-2.42284E-04,-5.957E-02
-2.42278E-04,-3.027E-02
-2.42273E-04,8.789E-03
-2.42268E-04,3.809E-02
-2.42263E-04,8.691E-02
-2.42258E-04,3.809E-02
-2.42252E-04,8.691E-02
-2.42247E-04,6.738E-02
-2.42242E-04,1.162E-01
-2.42237E-04,1.260E-01
-2.42232E-04,2.334E-01
-2.42226E-04,2.139E-01
-2.42221E-04,2.627E-01
-2.42216E-04,2.627E-01
-2.42211E-04,2.822E-01
-2.42206E-04,3.115E-01
-2.42200E-04,3.799E-01
-2.42195E-04,3.506E-01
-2.42190E-04,4.287E-01
-2.42185E-04,4.287E-01
-2.42180E-04,4.971E-01
-2.42174E-04,4.385E-01
-2.42169E-04,5.264E-01
-2.42164E-04,5.166E-01
-2.42159E-04,6.045E-01
-2.42154E-04,5.459E-01
-2.42148E-04,6.338E-01
-2.42143E-04,6.338E-01
-2.42138E-04,6.729E-01
-2.42133E-04,6.826E-01
-2.42128E-04,7.021E-01
-2.42122E-04,6.924E-01
-2.42117E-04,7.510E-01
-2.42112E-04,7.412E-01
-2.42107E-04,7.607E-01
-2.42102E-04,7.607E-01
-2.42096E-04,8.193E-01
-2.42091E-04,7.900E-01
-2.42086E-04,8.486E-01
-2.42081E-04,8.486E-01
-2.42076E-04,8.682E-01
-2.42070E-04,8.486E-01
-2.42065E-04,8.682E-01
-2.42060E-04,8.975E-01
-2.42055E-04,9.268E-01
-2.42050E-04,8.975E-01
-2.42044E-04,9.268E-01
-2.42039E-04,8.975E-01
-2.42034E-04,9.463E-01
-2.42029E-04,8.779E-01
-2.42024E-04,9.170E-01
-2.42018E-04,9.072E-01
-2.42013E-04,9.463E-01
-2.42008E-04,8.877E-01
-2.42003E-04,9.268E-01
-2.41998E-04,8.975E-01
-2.41992E-04,9.170E-01
-2.41987E-04,8.584E-01
-2.41982E-04,9.170E-01
-2.41977E-04,8.389E-01
-2.41972E-04,8.877E-01
-2.41966E-04,8.291E-01
-2.41961E-04,8.193E-01
-2.41956E-04,7.998E-01
-2.41951E-04,8.779E-01
-2.41946E-04,7.998E-01
-2.41940E-04,7.900E-01
-2.41935E-04,7.705E-01
-2.41930E-04,8.096E-01
-2.41925E-04,7.510E-01
-2.41920E-04,7.510E-01
-2.41914E-04,7.021E-01
-2.41909E-04,7.510E-01
-2.41904E-04,6.729E-01
-2.41899E-04,6.533E-01
-2.41894E-04,6.436E-01
-2.41888E-04,6.729E-01
-2.41883E-04,6.045E-01
-2.41878E-04,6.045E-01
-2.41873E-04,5.752E-01
-2.41868E-04,5.752E-01
-2.41862E-04,5.361E-01
-2.41857E-04,5.459E-01
-2.41852E-04,5.264E-01
-2.41847E-04,5.264E-01
-2.41842E-04,4.678E-01
-2.41836E-04,4.775E-01
-2.41831E-04,4.482E-01
-2.41826E-04,4.482E-01
-2.41821E-04,3.896E-01
-2.41816E-04,3.994E-01
-2.41810E-04,3.408E-01
-2.41805E-04,3.701E-01
-2.41800E-04,3.408E-01
-2.41795E-04,3.506E-01
-2.41790E-04,3.115E-01
-2.41784E-04,3.213E-01
-2.41779E-04,2.920E-01
-2.41774E-04,2.725E-01
-2.41769E-04,2.529E-01
-2.41764E-04,2.822E-01
-2.41758E-04,2.236E-01
-2.41753E-04,2.432E-01
-2.41748E-04,2.139E-01
-2.41743E-04,2.236E-01
-2.41738E-04,1.748E-01
-2.41732E-04,1.943E-01
-2.41727E-04,1.553E-01
-2.41722E-04,1.846E-01
-2.41717E-04,1.357E-01
-2.41712E-04,2.139E-01
-2.41706E-04,1.748E-01
-2.41701E-04,2.041E-01
-2.41696E-04,1.650E-01
-2.41691E-04,1.455E-01
-2.41686E-04,1.455E-01
-2.41680E-04,1.846E-01
-2.41675E-04,1.650E-01
-2.41670E-04,1.846E-01
-2.41665E-04,1.748E-01
-2.41660E-04,2.041E-01
-2.41654E-04,1.553E-01
-2.41649E-04,2.041E-01
-2.41644E-04,1.748E-01
-2.41639E-04,2.236E-01
-2.41634E-04,1.748E-01
-2.41628E-04,2.334E-01
-2.41623E-04,2.334E-01
-2.41618E-04,2.822E-01
-2.41613E-04,2.334E-01
-2.41608E-04,2.822E-01
-2.41602E-04,2.627E-01
-2.41597E-04,3.506E-01
-2.41592E-04,3.018E-01
-2.41587E-04,3.408E-01
-2.41582E-04,3.506E-01
-2.41576E-04,3.896E-01
-2.41571E-04,3.994E-01
-2.41566E-04,4.385E-01
-2.41561E-04,4.287E-01
-2.41556E-04,4.971E-01
-2.41550E-04,4.873E-01
-2.41545E-04,5.459E-01
-2.41540E-04,5.166E-01
-2.41535E-04,6.143E-01
-2.41530E-04,6.045E-01
-2.41524E-04,6.240E-01
-2.41519E-04,6.631E-01
-2.41514E-04,7.314E-01
-2.41509E-04,6.924E-01
-2.41504E-04,7.803E-01
-2.41498E-04,7.510E-01
-2.41493E-04,8.291E-01
-2.41488E-04,8.389E-01
-2.41483E-04,8.584E-01
-2.41478E-04,8.877E-01
-2.41472E-04,9.365E-01
-2.41467E-04,9.463E-01
-2.41462E-04,1.005E+00
-2.41457E-04,1.024E+00
-2.41452E-04,1.054E+00
-2.41446E-04,1.044E+00
-2.41441E-04,1.103E+00
-2.41436E-04,1.142E+00
-2.41431E-04,1.200E+00
-2.41426E-04,1.161E+00
-2.41420E-04,1.200E+00
-2.41415E-04,1.249E+00
-2.41410E-04,1.278E+00
-2.41405E-04,1.259E+00
-2.41400E-04,1.317E+00
-2.41394E-04,1.308E+00
-2.41389E-04,1.356E+00
-2.41384E-04,1.327E+00
-2.41379E-04,1.386E+00
-2.41374E-04,1.396E+00
-2.41368E-04,1.435E+00
-2.41363E-04,1.396E+00
-2.41358E-04,1.444E+00
-2.41353E-04,1.435E+00
-2.41348E-04,1.464E+00
-2.41342E-04,1.435E+00
-2.41337E-04,1.483E+00
-2.41332E-04,1.435E+00
-2.41327E-04,1.493E+00
-2.41322E-04,1.464E+00
-2.41316E-04,1.474E+00
-2.41311E-04,1.474E+00
-2.41306E-04,1.464E+00
-2.41301E-04,1.444E+00
-2.41296E-04,1.493E+00
-2.41290E-04,1.454E+00
-2.41285E-04,1.464E+00
-2.41280E-04,1.435E+00
-2.41275E-04,1.425E+00
-2.41270E-04,1.415E+00
-2.41264E-04,1.415E+00
-2.41259E-04,1.356E+00
-2.41254E-04,1.356E+00
-2.41249E-04,1.317E+00
-2.41244E-04,1.386E+00
-2.41238E-04,1.298E+00
-2.41233E-04,1.278E+00
-2.41228E-04,1.249E+00
-2.41223E-04,1.259E+00
-2.41218E-04,1.210E+00
-2.41212E-04,1.220E+00
-2.41207E-04,1.161E+00
-2.41202E-04,1.200E+00
-2.41197E-04,1.142E+00
-2.41192E-04,1.132E+00
-2.41186E-04,1.083E+00
-2.41181E-04,1.103E+00
-2.41176E-04,1.034E+00
-2.41171E-04,1.024E+00
-2.41166E-04,1.005E+00
-2.41160E-04,1.005E+00
-2.41155E-04,9.365E-01
-2.41150E-04,9.463E-01
-2.41145E-04,9.268E-01
-2.41140E-04,9.072E-01
-2.41134E-04,8.975E-01
-2.41129E-04,9.072E-01
-2.41124E-04,8.193E-01
-2.41119E-04,8.682E-01
-2.41114E-04,8.486E-01
